account_id,posted_date,amount,currency,raw_descriptor,type,source_file,true_merchant,true_category
1,2025-08-13,-13.12,USD,UBER TRIP HELP.UBER.COM,purchase,synthetic_2025_08.csv,Uber,transport
1,2025-08-14,-5.19,USD,SQ *BLUE BOTTLE COFFEE CHICAGO,purchase,synthetic_2025_08.csv,Blue Bottle Coffee,coffee
1,2025-08-14,-5.48,USD,SQ *BLUE BOTTLE PORTLAND OR,purchase,synthetic_2025_08.csv,Blue Bottle Coffee,coffee
1,2025-08-14,-26.93,USD,WHOLE FOODS MKT PORTLAND OR 0814,purchase,synthetic_2025_08.csv,Whole Foods,groceries
1,2025-08-15,-12.01,USD,TST* CHIPOTLE - AUSTIN,purchase,synthetic_2025_08.csv,Chipotle,dining
1,2025-08-15,-31.91,USD,SHELL SERVICE STATION #61134,purchase,synthetic_2025_08.csv,Shell,transport
1,2025-08-16,-198.87,USD,DELTA AIR LINES 0816,purchase,synthetic_2025_08.csv,Delta Air Lines,travel
1,2025-08-17,-20.97,USD,TRADER JOES #54866 QPS SEATTLE,purchase,synthetic_2025_08.csv,Trader Joe's,groceries
1,2025-08-17,-28.32,USD,WHOLE FOODS MKT CHICAGO IL 0817,purchase,synthetic_2025_08.csv,Whole Foods,groceries
1,2025-08-17,-79.03,USD,WHOLE FOODS MKT SEATTLE WA 0817,purchase,synthetic_2025_08.csv,Whole Foods,groceries
1,2025-08-18,-4.84,USD,SQ *BLUE BOTTLE CHICAGO IL,purchase,synthetic_2025_08.csv,Blue Bottle Coffee,coffee
1,2025-08-18,-7.54,USD,SQ *BLUE BOTTLE COFFEE BOSTON,purchase,synthetic_2025_08.csv,Blue Bottle Coffee,coffee
1,2025-08-18,-15.49,USD,NETFLIX *MONTHLY,purchase,synthetic_2025_08.csv,Netflix,subscriptions
1,2025-08-19,-61.51,USD,CVS/PHARMACY #28542 DENVER,purchase,synthetic_2025_08.csv,CVS Pharmacy,health
1,2025-08-19,-42.64,USD,TRADER JOES #15827 QPS AUSTIN,purchase,synthetic_2025_08.csv,Trader Joe's,groceries
1,2025-08-21,2350.0,USD,ACME CORP DIRECT DEP PPD ID:71L9VWJ8L,income,synthetic_2025_08.csv,Acme Corp Payroll,income
1,2025-08-21,-9.19,USD,SQ *BLUE BOTTLE COFFEE DENVER,purchase,synthetic_2025_08.csv,Blue Bottle Coffee,coffee
1,2025-08-21,-28.01,USD,UBER *TRIP 0821,purchase,synthetic_2025_08.csv,Uber,transport
1,2025-08-22,-36.44,USD,AMC ONLINE YWHUA663G,purchase,synthetic_2025_08.csv,AMC Theatres,entertainment
1,2025-08-22,-122.86,USD,TARGET.COM * D3YMCR25N,purchase,synthetic_2025_08.csv,Target,shopping
1,2025-08-22,-34.92,USD,TRADER JOE'S #99196 SEATTLE WA,purchase,synthetic_2025_08.csv,Trader Joe's,groceries
1,2025-08-23,-8.94,USD,SQ *BLUE BOTTLE COFFEE SEATTLE,purchase,synthetic_2025_08.csv,Blue Bottle Coffee,coffee
1,2025-08-24,-400.0,USD,ONLINE TRANSFER TO SAV QTH07BYX8,transfer,synthetic_2025_08.csv,Savings Transfer,transfer
1,2025-08-24,-66.33,USD,TRADER JOES #72431 QPS CHICAGO,purchase,synthetic_2025_08.csv,Trader Joe's,groceries
1,2025-08-25,-22.99,USD,ADOBE *CREATIVE CLD,purchase,synthetic_2025_08.csv,Adobe,subscriptions
1,2025-08-25,-9.51,USD,SQ *BLUE BOTTLE SEATTLE WA,purchase,synthetic_2025_08.csv,Blue Bottle Coffee,coffee
1,2025-08-25,-24.11,USD,CHIPOTLE 58408 DENVER CO,purchase,synthetic_2025_08.csv,Chipotle,dining
1,2025-08-26,-5.96,USD,SQ *BLUE BOTTLE BOSTON MA,purchase,synthetic_2025_08.csv,Blue Bottle Coffee,coffee
1,2025-08-26,-12.0,USD,UBER TRIP HELP.UBER.COM,purchase,synthetic_2025_08.csv,Uber,transport
1,2025-08-27,-89.11,USD,TRADER JOE'S #5978 PORTLAND OR,purchase,synthetic_2025_08.csv,Trader Joe's,groceries
1,2025-08-28,-79.0,USD,COMCAST *XFINITY 0828,purchase,synthetic_2025_08.csv,Comcast,utilities
1,2025-08-28,-1450.0,USD,GREENLINE APTS RENT 0828,purchase,synthetic_2025_08.csv,Greenline Apartments,rent
1,2025-08-28,-23.6,USD,UBER *TRIP 0828,purchase,synthetic_2025_08.csv,Uber,transport
1,2025-08-28,-39.52,USD,UBER TRIP HELP.UBER.COM,purchase,synthetic_2025_08.csv,Uber,transport
1,2025-08-29,-45.52,USD,TRADER JOE'S #55506 PORTLAND OR,purchase,synthetic_2025_08.csv,Trader Joe's,groceries
1,2025-08-30,-124.74,USD,WHOLE FOODS MKT SEATTLE WA 0830,purchase,synthetic_2025_08.csv,Whole Foods,groceries
1,2025-08-31,-13.95,USD,TST* CHIPOTLE - SEATTLE,purchase,synthetic_2025_08.csv,Chipotle,dining
1,2025-08-31,-24.99,USD,PLANET FIT #21443 BOSTON MA,purchase,synthetic_2025_08.csv,Planet Fitness,health
1,2025-08-31,-37.57,USD,TARGET T-56088 AUSTIN TX,purchase,synthetic_2025_08.csv,Target,shopping
1,2025-08-31,-19.29,USD,UBER *TRIP 0831,purchase,synthetic_2025_08.csv,Uber,transport
1,2025-09-01,-15.53,USD,AMC ONLINE 0980PMXH0,purchase,synthetic_2025_09.csv,AMC Theatres,entertainment
1,2025-09-02,-6.03,USD,SQ *BLUE BOTTLE COFFEE BOSTON,purchase,synthetic_2025_09.csv,Blue Bottle Coffee,coffee
1,2025-09-02,-7.66,USD,SQ *BLUE BOTTLE COFFEE AUSTIN,purchase,synthetic_2025_09.csv,Blue Bottle Coffee,coffee
1,2025-09-02,-79.97,USD,WHOLE FOODS MKT PORTLAND OR 0902,purchase,synthetic_2025_09.csv,Whole Foods,groceries
1,2025-09-03,2350.0,USD,ACME CORP DIRECT DEP PPD ID:7E4MY4APW,income,synthetic_2025_09.csv,Acme Corp Payroll,income
1,2025-09-03,-60.59,USD,SHELL SERVICE STATION #50266,purchase,synthetic_2025_09.csv,Shell,transport
1,2025-09-03,-108.47,USD,WHOLEFDS SEATTLE #75635,purchase,synthetic_2025_09.csv,Whole Foods,groceries
1,2025-09-04,-26.93,USD,AMC #64682 BOSTON MA,purchase,synthetic_2025_09.csv,AMC Theatres,entertainment
1,2025-09-04,-8.03,USD,SQ *BLUE BOTTLE CHICAGO IL,purchase,synthetic_2025_09.csv,Blue Bottle Coffee,coffee
1,2025-09-04,-44.23,USD,CVS/PHARMACY #56138 BOSTON,purchase,synthetic_2025_09.csv,CVS Pharmacy,health
1,2025-09-04,-14.12,USD,UBER *TRIP 0904,purchase,synthetic_2025_09.csv,Uber,transport
1,2025-09-05,-109.75,USD,AMZN Mktp US*S9H4P5UYB,purchase,synthetic_2025_09.csv,Amazon,shopping
1,2025-09-06,-14.42,USD,CHIPOTLE 54970 PORTLAND OR,purchase,synthetic_2025_09.csv,Chipotle,dining
1,2025-09-07,-8.21,USD,SQ *BLUE BOTTLE COFFEE CHICAGO,purchase,synthetic_2025_09.csv,Blue Bottle Coffee,coffee
1,2025-09-07,-34.51,USD,CVS/PHARMACY #80748 CHICAGO,purchase,synthetic_2025_09.csv,CVS Pharmacy,health
1,2025-09-07,-104.09,USD,TARGET T-18109 SEATTLE WA,purchase,synthetic_2025_09.csv,Target,shopping
1,2025-09-08,-11.99,USD,PAYPAL *SPOTIFY USA,purchase,synthetic_2025_09.csv,Spotify,subscriptions
1,2025-09-09,-73.1,USD,TRADER JOE'S #90242 BOSTON MA,purchase,synthetic_2025_09.csv,Trader Joe's,groceries
1,2025-09-10,-4.38,USD,SQ *BLUE BOTTLE AUSTIN TX,purchase,synthetic_2025_09.csv,Blue Bottle Coffee,coffee
1,2025-09-10,-24.23,USD,TST* CHIPOTLE - SEATTLE,purchase,synthetic_2025_09.csv,Chipotle,dining
1,2025-09-10,-28.61,USD,UBER TRIP HELP.UBER.COM,purchase,synthetic_2025_09.csv,Uber,transport
1,2025-09-11,45.53,USD,AMZN Mktp US*T3Q758NQR REFUND,refund,synthetic_2025_09.csv,Amazon,shopping
1,2025-09-11,-4.99,USD,SQ *BLUE BOTTLE COFFEE SEATTLE,purchase,synthetic_2025_09.csv,Blue Bottle Coffee,coffee
1,2025-09-11,-12.05,USD,CHIPOTLE 26260 BOSTON MA,purchase,synthetic_2025_09.csv,Chipotle,dining
1,2025-09-11,-37.53,USD,SHELL OIL 00069973 DENVER CO,purchase,synthetic_2025_09.csv,Shell,transport
1,2025-09-11,-38.99,USD,SHELL OIL 00024767 AUSTIN TX,purchase,synthetic_2025_09.csv,Shell,transport
1,2025-09-12,-75.91,USD,TRADER JOES #85784 QPS AUSTIN,purchase,synthetic_2025_09.csv,Trader Joe's,groceries
1,2025-09-13,-81.31,USD,WHOLE FOODS MKT BOSTON MA 0913,purchase,synthetic_2025_09.csv,Whole Foods,groceries
1,2025-09-14,-155.98,USD,AMZN Mktp US*D8Z4AR5TF,purchase,synthetic_2025_09.csv,Amazon,shopping
1,2025-09-14,-100.85,USD,TARGET T-16393 SEATTLE WA,purchase,synthetic_2025_09.csv,Target,shopping
1,2025-09-16,2350.0,USD,ACME CORP DIRECT DEP PPD ID:AGEK7WPE5,income,synthetic_2025_09.csv,Acme Corp Payroll,income
1,2025-09-16,-17.75,USD,TST* CHIPOTLE - PORTLAND,purchase,synthetic_2025_09.csv,Chipotle,dining
1,2025-09-16,-15.49,USD,NETFLIX *MONTHLY,purchase,synthetic_2025_09.csv,Netflix,subscriptions
1,2025-09-17,-8.8,USD,SQ *BLUE BOTTLE COFFEE AUSTIN,purchase,synthetic_2025_09.csv,Blue Bottle Coffee,coffee
1,2025-09-17,-4.86,USD,SQ *BLUE BOTTLE COFFEE SEATTLE,purchase,synthetic_2025_09.csv,Blue Bottle Coffee,coffee
1,2025-09-17,-79.59,USD,TARGET.COM * 5LMVPPACU,purchase,synthetic_2025_09.csv,Target,shopping
1,2025-09-18,-24.82,USD,UBER *TRIP 0918,purchase,synthetic_2025_09.csv,Uber,transport
1,2025-09-19,-8.6,USD,SQ *BLUE BOTTLE DENVER CO,purchase,synthetic_2025_09.csv,Blue Bottle Coffee,coffee
1,2025-09-19,-5.23,USD,SQ *BLUE BOTTLE COFFEE AUSTIN,purchase,synthetic_2025_09.csv,Blue Bottle Coffee,coffee
1,2025-09-19,-57.38,USD,TRADER JOE'S #53210 CHICAGO IL,purchase,synthetic_2025_09.csv,Trader Joe's,groceries
1,2025-09-20,-8.75,USD,SQ *BLUE BOTTLE CHICAGO IL,purchase,synthetic_2025_09.csv,Blue Bottle Coffee,coffee
1,2025-09-20,-13.67,USD,UBER *TRIP 0920,purchase,synthetic_2025_09.csv,Uber,transport
1,2025-09-21,-25.12,USD,TRADER JOES #37810 QPS CHICAGO,purchase,synthetic_2025_09.csv,Trader Joe's,groceries
1,2025-09-22,-131.21,USD,AMZN Mktp US*P7ER7680H,purchase,synthetic_2025_09.csv,Amazon,shopping
1,2025-09-22,-60.79,USD,TRADER JOES #66056 QPS AUSTIN,purchase,synthetic_2025_09.csv,Trader Joe's,groceries
1,2025-09-23,-22.99,USD,ADOBE INC. 408-536-6000 CA,purchase,synthetic_2025_09.csv,Adobe,subscriptions
1,2025-09-23,-13.36,USD,TST* CHIPOTLE - CHICAGO,purchase,synthetic_2025_09.csv,Chipotle,dining
1,2025-09-24,-400.0,USD,ONLINE TRANSFER TO SAV 3J335XQGK,transfer,synthetic_2025_09.csv,Savings Transfer,transfer
1,2025-09-24,-20.4,USD,UBER TRIP HELP.UBER.COM,purchase,synthetic_2025_09.csv,Uber,transport
1,2025-09-25,-31.99,USD,TRADER JOES #5735 QPS DENVER,purchase,synthetic_2025_09.csv,Trader Joe's,groceries
1,2025-09-25,-41.0,USD,UBER TRIP HELP.UBER.COM,purchase,synthetic_2025_09.csv,Uber,transport
1,2025-09-26,-79.0,USD,COMCAST *XFINITY 0926,purchase,synthetic_2025_09.csv,Comcast,utilities
1,2025-09-27,-1450.0,USD,GREENLINE APTS RENT 0927,purchase,synthetic_2025_09.csv,Greenline Apartments,rent
1,2025-09-27,-16.82,USD,UBER *TRIP 0927,purchase,synthetic_2025_09.csv,Uber,transport
1,2025-09-28,-4.59,USD,SQ *BLUE BOTTLE AUSTIN TX,purchase,synthetic_2025_09.csv,Blue Bottle Coffee,coffee
1,2025-09-28,-7.0,USD,SQ *BLUE BOTTLE BOSTON MA,purchase,synthetic_2025_09.csv,Blue Bottle Coffee,coffee
1,2025-09-28,-4.4,USD,SQ *BLUE BOTTLE DENVER CO,purchase,synthetic_2025_09.csv,Blue Bottle Coffee,coffee
1,2025-09-30,2350.0,USD,ACME CORP DIRECT DEP PPD ID:20RBGF5EF,income,synthetic_2025_09.csv,Acme Corp Payroll,income
1,2025-09-30,-23.61,USD,CHIPOTLE 55084 BOSTON MA,purchase,synthetic_2025_09.csv,Chipotle,dining
1,2025-09-30,-375.54,USD,MARRIOTT AUSTIN TX,purchase,synthetic_2025_09.csv,Marriott,travel
1,2025-09-30,-27.18,USD,UBER *TRIP 0930,purchase,synthetic_2025_09.csv,Uber,transport
1,2025-10-01,-137.03,USD,AMZN Mktp US*2C8QNY6DZ,purchase,synthetic_2025_10.csv,Amazon,shopping
1,2025-10-01,-8.39,USD,SQ *BLUE BOTTLE PORTLAND OR,purchase,synthetic_2025_10.csv,Blue Bottle Coffee,coffee
1,2025-10-01,-24.99,USD,PLANET FIT #66990 BOSTON MA,purchase,synthetic_2025_10.csv,Planet Fitness,health
1,2025-10-01,-93.9,USD,WHOLE FOODS MKT PORTLAND OR 1001,purchase,synthetic_2025_10.csv,Whole Foods,groceries
1,2025-10-02,-22.47,USD,AMC #41399 PORTLAND OR,purchase,synthetic_2025_10.csv,AMC Theatres,entertainment
1,2025-10-02,-81.85,USD,WHOLEFDS AUSTIN #05769,purchase,synthetic_2025_10.csv,Whole Foods,groceries
1,2025-10-03,-164.56,USD,AMZN Mktp US*BCPLW75DQ,purchase,synthetic_2025_10.csv,Amazon,shopping
1,2025-10-03,-47.93,USD,WHOLEFDS AUSTIN #15118,purchase,synthetic_2025_10.csv,Whole Foods,groceries
1,2025-10-04,-22.46,USD,UBER TRIP HELP.UBER.COM,purchase,synthetic_2025_10.csv,Uber,transport
1,2025-10-04,-68.12,USD,WHOLE FOODS MKT AUSTIN TX 1004,purchase,synthetic_2025_10.csv,Whole Foods,groceries
1,2025-10-05,-77.43,USD,TRADER JOES #20741 QPS CHICAGO,purchase,synthetic_2025_10.csv,Trader Joe's,groceries
1,2025-10-05,-80.51,USD,TRADER JOE'S #41240 PORTLAND OR,purchase,synthetic_2025_10.csv,Trader Joe's,groceries
1,2025-10-06,-4.66,USD,SQ *BLUE BOTTLE CHICAGO IL,purchase,synthetic_2025_10.csv,Blue Bottle Coffee,coffee
1,2025-10-06,-19.84,USD,TST* CHIPOTLE - AUSTIN,purchase,synthetic_2025_10.csv,Chipotle,dining
1,2025-10-06,-42.88,USD,TRADER JOES #87500 QPS CHICAGO,purchase,synthetic_2025_10.csv,Trader Joe's,groceries
1,2025-10-06,-29.23,USD,TRADER JOE'S #91054 SEATTLE WA,purchase,synthetic_2025_10.csv,Trader Joe's,groceries
1,2025-10-07,-42.81,USD,TRADER JOE'S #51368 PORTLAND OR,purchase,synthetic_2025_10.csv,Trader Joe's,groceries
1,2025-10-08,-58.27,USD,AMAZON.COM*NYGZJ756L AMZN.COM/BILL,purchase,synthetic_2025_10.csv,Amazon,shopping
1,2025-10-09,-122.02,USD,AMZN Mktp US*3DEM932W5,purchase,synthetic_2025_10.csv,Amazon,shopping
1,2025-10-09,-125.7,USD,AMAZON.COM*ETVFHA689 AMZN.COM/BILL,purchase,synthetic_2025_10.csv,Amazon,shopping
1,2025-10-09,-5.9,USD,SQ *BLUE BOTTLE COFFEE DENVER,purchase,synthetic_2025_10.csv,Blue Bottle Coffee,coffee
1,2025-10-09,-20.14,USD,TST* CHIPOTLE - PORTLAND,purchase,synthetic_2025_10.csv,Chipotle,dining
1,2025-10-09,-11.99,USD,SPOTIFY P0067171 NEW YORK NY,purchase,synthetic_2025_10.csv,Spotify,subscriptions
1,2025-10-10,-9.47,USD,SQ *BLUE BOTTLE COFFEE BOSTON,purchase,synthetic_2025_10.csv,Blue Bottle Coffee,coffee
1,2025-10-10,-29.23,USD,UBER TRIP HELP.UBER.COM,purchase,synthetic_2025_10.csv,Uber,transport
1,2025-10-11,-9.41,USD,SQ *BLUE BOTTLE COFFEE CHICAGO,purchase,synthetic_2025_10.csv,Blue Bottle Coffee,coffee
1,2025-10-11,-4.54,USD,SQ *BLUE BOTTLE DENVER CO,purchase,synthetic_2025_10.csv,Blue Bottle Coffee,coffee
1,2025-10-12,-8.11,USD,SQ *BLUE BOTTLE COFFEE DENVER,purchase,synthetic_2025_10.csv,Blue Bottle Coffee,coffee
1,2025-10-13,2350.0,USD,ACME CORP DIRECT DEP PPD ID:LS522WYL8,income,synthetic_2025_10.csv,Acme Corp Payroll,income
1,2025-10-13,-40.85,USD,UBER TRIP HELP.UBER.COM,purchase,synthetic_2025_10.csv,Uber,transport
1,2025-10-14,-45.53,USD,AMZN Mktp US*R6GQBDWLU,purchase,synthetic_2025_10.csv,Amazon,shopping
1,2025-10-14,-29.66,USD,UBER TRIP HELP.UBER.COM,purchase,synthetic_2025_10.csv,Uber,transport
1,2025-10-14,-24.03,USD,UBER *TRIP 1014,purchase,synthetic_2025_10.csv,Uber,transport
1,2025-10-15,-19.66,USD,TARGET T-66934 AUSTIN TX,purchase,synthetic_2025_10.csv,Target,shopping
1,2025-10-17,-15.49,USD,NETFLIX.COM DENVER CO,purchase,synthetic_2025_10.csv,Netflix,subscriptions
1,2025-10-18,-5.96,USD,SQ *BLUE BOTTLE AUSTIN TX,purchase,synthetic_2025_10.csv,Blue Bottle Coffee,coffee
1,2025-10-18,-61.45,USD,CVS/PHARMACY #29404 PORTLAND,purchase,synthetic_2025_10.csv,CVS Pharmacy,health
1,2025-10-18,-128.57,USD,TARGET.COM * X3NYZD7P3,purchase,synthetic_2025_10.csv,Target,shopping
1,2025-10-19,-32.82,USD,AMC ONLINE HQGANSTZ8,purchase,synthetic_2025_10.csv,AMC Theatres,entertainment
1,2025-10-19,-7.13,USD,SQ *BLUE BOTTLE COFFEE CHICAGO,purchase,synthetic_2025_10.csv,Blue Bottle Coffee,coffee
1,2025-10-20,-8.36,USD,SQ *BLUE BOTTLE PORTLAND OR,purchase,synthetic_2025_10.csv,Blue Bottle Coffee,coffee
1,2025-10-20,-6.96,USD,SQ *BLUE BOTTLE AUSTIN TX,purchase,synthetic_2025_10.csv,Blue Bottle Coffee,coffee
1,2025-10-20,-15.57,USD,CHIPOTLE 22412 PORTLAND OR,purchase,synthetic_2025_10.csv,Chipotle,dining
1,2025-10-22,-18.69,USD,CVS 93806 BOSTON MA,purchase,synthetic_2025_10.csv,CVS Pharmacy,health
1,2025-10-22,-524.5,USD,DELTA AIR MT0N0WX75 ATLANTA GA,purchase,synthetic_2025_10.csv,Delta Air Lines,travel
1,2025-10-22,-55.05,USD,SHELL SERVICE STATION #50236,purchase,synthetic_2025_10.csv,Shell,transport
1,2025-10-22,-38.26,USD,TARGET.COM * 934U9C19Q,purchase,synthetic_2025_10.csv,Target,shopping
1,2025-10-22,-31.6,USD,TRADER JOE'S #54687 SEATTLE WA,purchase,synthetic_2025_10.csv,Trader Joe's,groceries
1,2025-10-22,-49.09,USD,TRADER JOES #60069 QPS SEATTLE,purchase,synthetic_2025_10.csv,Trader Joe's,groceries
1,2025-10-23,-9.18,USD,SQ *BLUE BOTTLE CHICAGO IL,purchase,synthetic_2025_10.csv,Blue Bottle Coffee,coffee
1,2025-10-23,-4.72,USD,SQ *BLUE BOTTLE COFFEE SEATTLE,purchase,synthetic_2025_10.csv,Blue Bottle Coffee,coffee
1,2025-10-23,-400.0,USD,ONLINE TRANSFER TO SAV A01CDP1D7,transfer,synthetic_2025_10.csv,Savings Transfer,transfer
1,2025-10-24,-22.99,USD,ADOBE *CREATIVE CLD,purchase,synthetic_2025_10.csv,Adobe,subscriptions
1,2025-10-24,-5.07,USD,SQ *BLUE BOTTLE AUSTIN TX,purchase,synthetic_2025_10.csv,Blue Bottle Coffee,coffee
1,2025-10-24,-56.19,USD,SHELL OIL 00068378 PORTLAND OR,purchase,synthetic_2025_10.csv,Shell,transport
1,2025-10-24,-23.5,USD,UBER *TRIP 1024,purchase,synthetic_2025_10.csv,Uber,transport
1,2025-10-25,-90.46,USD,TRADER JOES #23832 QPS CHICAGO,purchase,synthetic_2025_10.csv,Trader Joe's,groceries
1,2025-10-26,2350.0,USD,ACME CORP DIRECT DEP PPD ID:91SWV2AD3,income,synthetic_2025_10.csv,Acme Corp Payroll,income
1,2025-10-26,-18.48,USD,TST* CHIPOTLE - BOSTON,purchase,synthetic_2025_10.csv,Chipotle,dining
1,2025-10-26,-79.0,USD,COMCAST CABLE COMM CHICAGO,purchase,synthetic_2025_10.csv,Comcast,utilities
1,2025-10-26,-1450.0,USD,GREENLINE APTS RENT 1026,purchase,synthetic_2025_10.csv,Greenline Apartments,rent
1,2025-10-26,-74.4,USD,TARGET T-97038 SEATTLE WA,purchase,synthetic_2025_10.csv,Target,shopping
1,2025-10-26,-29.24,USD,UBER *TRIP 1026,purchase,synthetic_2025_10.csv,Uber,transport
1,2025-10-26,-129.75,USD,WHOLEFDS DENVER #07491,purchase,synthetic_2025_10.csv,Whole Foods,groceries
1,2025-10-27,-28.04,USD,UBER TRIP HELP.UBER.COM,purchase,synthetic_2025_10.csv,Uber,transport
1,2025-10-28,-121.76,USD,AMAZON.COM*SJZKG0S18 AMZN.COM/BILL,purchase,synthetic_2025_10.csv,Amazon,shopping
1,2025-10-28,-21.94,USD,AMZN Mktp US*HCU8K9YY0,purchase,synthetic_2025_10.csv,Amazon,shopping
1,2025-10-28,-40.45,USD,TRADER JOE'S #16828 CHICAGO IL,purchase,synthetic_2025_10.csv,Trader Joe's,groceries
1,2025-10-28,-34.36,USD,UBER *TRIP 1028,purchase,synthetic_2025_10.csv,Uber,transport
1,2025-10-28,-30.61,USD,UBER *TRIP 1028,purchase,synthetic_2025_10.csv,Uber,transport
1,2025-10-29,-25.89,USD,CVS/PHARMACY #55431 PORTLAND,purchase,synthetic_2025_10.csv,CVS Pharmacy,health
1,2025-10-29,-23.33,USD,CVS/PHARMACY #24514 AUSTIN,purchase,synthetic_2025_10.csv,CVS Pharmacy,health
1,2025-10-30,-7.24,USD,SQ *BLUE BOTTLE COFFEE BOSTON,purchase,synthetic_2025_10.csv,Blue Bottle Coffee,coffee
1,2025-10-30,-16.13,USD,TST* CHIPOTLE - AUSTIN,purchase,synthetic_2025_10.csv,Chipotle,dining
1,2025-10-31,-24.99,USD,PLANET FIT #55052 SEATTLE WA,purchase,synthetic_2025_10.csv,Planet Fitness,health
1,2025-11-01,-21.33,USD,AMC #44938 PORTLAND OR,purchase,synthetic_2025_11.csv,AMC Theatres,entertainment
1,2025-11-03,-16.61,USD,CHIPOTLE 26560 BOSTON MA,purchase,synthetic_2025_11.csv,Chipotle,dining
1,2025-11-04,-4.73,USD,SQ *BLUE BOTTLE COFFEE PORTLAND,purchase,synthetic_2025_11.csv,Blue Bottle Coffee,coffee
1,2025-11-04,-20.92,USD,TST* CHIPOTLE - DENVER,purchase,synthetic_2025_11.csv,Chipotle,dining
1,2025-11-04,-49.82,USD,TRADER JOES #79325 QPS PORTLAND,purchase,synthetic_2025_11.csv,Trader Joe's,groceries
1,2025-11-04,-56.5,USD,TRADER JOES #36340 QPS CHICAGO,purchase,synthetic_2025_11.csv,Trader Joe's,groceries
1,2025-11-04,-27.97,USD,UBER *TRIP 1104,purchase,synthetic_2025_11.csv,Uber,transport
1,2025-11-05,-45.24,USD,AMAZON.COM*ZGFD255DC AMZN.COM/BILL,purchase,synthetic_2025_11.csv,Amazon,shopping
1,2025-11-05,-50.27,USD,TARGET T-36542 PORTLAND OR,purchase,synthetic_2025_11.csv,Target,shopping
1,2025-11-06,-24.26,USD,TST* CHIPOTLE - PORTLAND,purchase,synthetic_2025_11.csv,Chipotle,dining
